residual_x_px,residual_y_px,camera,is_auxiliary
-5.8260163313977955,1.9460211378645909,e3v8250,True
-5.8157633520347645,-1.6962687663478846,e3v8250,True
-5.804388146107726,-5.98426257017104,e3v8250,True
-5.799504054336012,8.645451701063791,e3v8250,True
-5.798078427792802,-8.739038846355243,e3v8250,True
-5.796716053239379,-9.463065971395963,e3v8250,True
-5.7699987623080915,-11.361696958706261,e3v8250,True
-5.76335207839702,-3.7605164569247336,e3v8250,True
-5.755156487138038,-5.8701027202776,e3v8250,True
-5.733008184639061,8.007205555795053,e3v8250,True
-5.708599298709487,-14.43776165313784,e3v8250,True
-5.695539072076485,-2.2908821866968765,e3v8250,True
-5.686989061844201,9.385613587337502,e3v8250,True
-5.681246352326184,12.9184527533331,e3v8250,True
-5.677694309390972,-32.14067545715034,e3v8250,True
-5.660878657039916,-1.3611057449046484,e3v8250,True
-5.638010130440875,-18.78301121521156,e3v8250,True
-5.629699022723116,-5.836788190116749,e3v8250,True
-5.626109820047645,-0.39480163122789236,e3v8250,True
-5.625352449030402,-4.64769890002367,e3v8250,True
-5.604457118652817,-4.167666029049315,e3v8250,True
-5.594397601386618,0.5239091542541701,e3v8250,True
